"id","town","county"
"8235","Rumblings","Shetland Isles"
"8236","Rumbling Bridge","Clackmannanshire"
"8237","Ruloe","Cheshire"
"8238","Ruiton","West Midlands"
"8239","Rule Water","Scottish Borders"
"8240","Ruislip Manor","London"
"8241","Ruislip Gardens","London"
"8242","Ruilick","Highland"
"8243","Ruisaurie","Highland"
"8244","Ruisgarry","Western Isles"
"8245","Ruishton","Somerset"
"8246","Ruislip","London"
"8247","Ruislip Common","London"
"8248","Ruglen","Ayrshire"
"8249","Rugley","Northumberland"
"8250","Ruggin","Somerset"
"8251","Rugby","Warwickshire"
"8252","Rugeley","Staffordshire"
"8253","Ruffs","Nottinghamshire"
"8254","Rufforth","North Yorkshire"
"8255","Ruewood","Shropshire"
"8256","Rufford","Lancashire"
"8257","Rue Point","Isle of Man"
"8258","Ruel","Argyll and Bute"
"8259","Rudyard Reservoir","Staffordshire"
"8260","Rudyard","Staffordshire"
"8261","Rudry","Caerphilly/Caerffili"
"8262","Rudston","North Yorkshire"
"8263","Rudloe","Wiltshire"
"8264","Rudley Green","Essex"
"8265","Rudheath","Cheshire"
"8266","Rudheath Woods","Cheshire"
"8267","Rudhall Brook","Herefordshire"
"8268","Rudgwick","West Sussex"
"8269","Rudhall","Herefordshire"
"8270","Rudge","Shropshire"
"8271","Rudge","Somerset"
"8272","Rudge Heath","Shropshire"
"8273","Rudgeway","Gloucestershire"
"8274","Rudford","Gloucestershire"
"8275","Ruddle","Gloucestershire"
"8276","Ruddington","Nottinghamshire"
"8277","Rudby","North Yorkshire"
"8278","Rudbaxton","Pembrokeshire/Sir Benfro"
"8279","Ruckley","Shropshire"
"8280","Ruckinge","Kent"
"8281","Ruckland","Lincolnshire"
"8282","Rucklers Lane","Hertfordshire"
"8283","Ruckhall","Herefordshire"
"8284","Ruckcroft","Cumbria"
"8285","Ruchill","Glasgow"
"8286","Ruchazie","Glasgow"
"8287","Rubha Robhanais (Butt of Lewis)","Western Isles"
"8288","Rubha Shamhnan Insir","Highland"
"8289","Rubh' Ardalanish","Argyll and Bute"
"8290","Rubh' an t-Sailein","Argyll and Bute"
"8291","Rubha na Traille","Argyll and Bute"
"8292","Rubh Aird Luing","Argyll and Bute"
"8293","Rubha Mor","Argyll and Bute"
"8294","Rubha Mor","Highland"
"8295","Rubha na Faing","Argyll and Bute"
"8296","Rubha nam Meirleach","Highland"
"8297","Rubha nan Crann","Argyll and Bute"
"8298","Rubha nan Leacon","Argyll and Bute"
"8299","Rubha Ghaisinis","Western Isles"
"8300","Rubha Fiola","Argyll and Bute"
"8301","Rubha Coigeach","Highland"
"8302","Rubh' a Bhacain","Argyll and Bute"
"8303","Rubha an Ridire","Highland"
"8304","Rubha Ardvule","Western Isles"
"8305","Rubery","Worcestershire"
"8306","Rubha a Mhail","Argyll and Bute"
"8307","Ruan Minor","Cornwall"
"8308","Ruardean","Gloucestershire"
"8309","Ruardean Hill","Gloucestershire"
"8310","Ruardean Woodside","Gloucestershire"
"8311","Ruan Major","Cornwall"
"8312","Ruan High Lanes","Cornwall"
"8313","Ruan Lanihorne","Cornwall"
"8314","Ruaig","Argyll and Bute"
"8315","Royton","Lancashire"
"8316","Ruabon (Rhiwabon)","Wrexham"
"8317","Royston Water","Somerset"
"8318","Royston","Glasgow"
"8319","Royston","South Yorkshire"
"8320","Royston","Hertfordshire"
"8321","Royal's Green","Cheshire"
"8322","Royal Tunbridge Wells","Kent"
"8323","Roybridge","Highland"
"8324","Royd","South Yorkshire"
"8325","Roydhouse","West Yorkshire"
"8326","Royd Moor","South Yorkshire"
"8327","Royd Moor","West Yorkshire"
"8328","Roydon","Norfolk"
"8329","Roydon","Essex"
"8330","Roydon","Norfolk"
"8331","Roydon Hamlet","Essex"
"8332","Royds Green","West Yorkshire"
"8333","Royal Oak","Merseyside"
"8334","Royal Oak","Durham"
"8335","Royal Oak","North Yorkshire"
"8336","Royal Military Canal","Kent"
"8337","Royal Military Canal","East Sussex"
"8338","Royal Leamington Spa","Warwickshire"
"8339","Roy","Highland"
"8340","Royal British Legion Village","Kent"
"8341","Roxwell","Essex"
"8342","Roxton","Bedfordshire"
"8343","Roxby","Lincolnshire"
"8344","Roxeth","London"
"8345","Roxby","North Yorkshire"
"8346","Roxburgh Mains","Scottish Borders"
"8347","Row Town","Surrey"
"8348","Roxburgh","Scottish Borders"
"8349","Rowton Moor","Cheshire"
"8350","Rowton","Shropshire"
"8351","Rowthorne","Derbyshire"
"8352","Rowton","Cheshire"
"8353","Rowston","Lincolnshire"
"8354","Rowney Green","Worcestershire"
"8355","Rownhams","Hampshire"
"8356","Row-of-trees","Cheshire"
"8357","Rowrah","Cumbria"
"8358","Rowsham","Buckinghamshire"
"8359","Rowsley","Derbyshire"
"8360","Rowstock","Oxfordshire"
"8361","Rownall","Staffordshire"
"8362","Rowner","Hampshire"
"8363","Rowly","Surrey"
"8364","Rowley's Green","West Midlands"
"8365","Rowling Court","Kent"
"8366","Rowley Regis","West Midlands"
"8367","Rowley Park","Staffordshire"
"8368","Rowley","Shropshire"
"8369","Rowley Green","Hertfordshire"
"8370","Rowley Hill","West Yorkshire"
"8371","Rowlestone","Herefordshire"
"8372","Rowledge","Hampshire"
"8373","Rowlands Gill","Durham"
"8374","Rowland's Green","Gloucestershire"
"8375","Rowland's Castle","Hampshire"
"8376","Rowland","Derbyshire"
"8377","Rowington","Warwickshire"
"8378","Rowington Green","Warwickshire"
"8379","Rowhook","West Sussex"
"8380","Rowhill","Surrey"
"8381","Row Heath","Essex"
"8382","Rowhedge","Essex"
"8383","Row Green","Essex"
"8384","Rowford","Somerset"
"8385","Rowen","Conwy/Conwy"
"8386","Rowfoot","Northumberland"
"8387","Rowe Head","Cumbria"
"8388","Rowden","Devon"
"8389","Rowden","North Yorkshire"
"8390","Rowde","Wiltshire"
"8391","Row Brow","Cumbria"
"8392","Rowberrow","Somerset"
"8393","Row Ash","Hampshire"
"8394","Rowbarton","Somerset"
"8395","Rowarth","Derbyshire"
"8396","Rowardennan","Stirling"
"8397","Row","Cumbria"
"8398","Rowanburn","Dumfries and Galloway"
"8399","Rowanfield","Gloucestershire"
"8400","Row","Cornwall"
"8401","Row","Cumbria"
"8402","Rout's Green","Buckinghamshire"
"8403","Routh","North Yorkshire"
"8404","Rousham","Oxfordshire"
"8405","Rous Lench","Worcestershire"
"8406","Rousay","Orkney"
"8407","Rousdon","Devon"
"8408","Roundyhill","Angus"
"8409","Roundway","Wiltshire"
"8410","Roundthorn","Manchester"
"8411","Roundthwaite","Cumbria"
"8412","Roundswell","Devon"
"8413","Roundstreet Common","West Sussex"
"8414","Round Street","Kent"
"8415","Round Spinney","Northamptonshire"
"8416","Round's Green","West Midlands"
"8417","Roundshaw","London"
"8418","Round Oak","West Midlands"
"8419","Round Oak","Shropshire"
"8420","Round Maple","Suffolk"
"8421","Roundhill Reservoir","North Yorkshire"
"8422","Roundhay","West Yorkshire"
"8423","Roundham","Somerset"
"8424","Roughpark","Aberdeenshire"
"8425","Roughrigg","Lanarkshire"
"8426","Roughsike","Cumbria"
"8427","Roughton","Shropshire"
"8428","Roughton","Lincolnshire"
"8429","Roughton","Norfolk"
"8430","Roughton Moor","Lincolnshire"
"8431","Roughway","Kent"
"8432","Roundbush","Essex"
"8433","Round Bush","Hertfordshire"
"8434","Roundbush Green","Essex"
"8435","Round Green","Bedfordshire"
"8436","Roughmoor","Somerset"
"8437","Roughmoor","Wiltshire"
"8438","Roughley","West Midlands"
"8439","Roughlee","Lancashire"
"8440","Rough Hay","Staffordshire"
"8441","Rough Haugh","Highland"
"8442","Rough Common","Kent"
"8443","Roughcote","Staffordshire"
"8444","Rougham","Suffolk"
"8445","Rougham","Norfolk"
"8446","Rougham Green","Suffolk"
"8447","Rough Bank","Lancashire"
"8448","Roughbirchworth","South Yorkshire"
"8449","Rough Close","Staffordshire"
"8450","Roud","Isle of Wight"
"8451","Rotton Park","West Midlands"
"8452","Rottington","Cumbria"
"8453","Rotten Row","Berkshire"
"8454","Rottingdean","East Sussex"
"8455","Rotten Row","West Midlands"
"8456","Rotten Green","Hampshire"
"8457","Rottal","Angus"
"8458","Rotten End","Essex"
"8459","Rotsea","North Yorkshire"
"8460","Rothwell Haigh","West Yorkshire"
"8461","Rothwell","West Yorkshire"
"8462","Rothwell","Lincolnshire"
"8463","Rothwell","Northamptonshire"
"8464","Rothney","Aberdeenshire"
"8465","Rothley Plain","Leicestershire"
"8466","Rothley","Leicestershire"
"8467","Rothiesholm","Orkney"
"8468","Rothienorman","Aberdeenshire"
"8469","Rothesay","Argyll and Bute"
"8470","Rotherwas","Herefordshire"
"8471","Rotherwick","Hampshire"
"8472","Rothes","Moray"
"8473","Rothersthorpe","Northamptonshire"
"8474","Rotherhithe","London"
"8475","Rotherham","South Yorkshire"
"8476","Rotherbridge","West Sussex"
"8477","Rotherby","Leicestershire"
"8478","Rotherfield","East Sussex"
"8479","Rotherfield Greys","Oxfordshire"
"8480","Rotherfield Peppard","Oxfordshire"
"8481","Rother","Kent"
"8482","Rother","Derbyshire"
"8483","Rother","East Sussex"
"8484","Rother","Hampshire"
"8485","Rothbury","Northumberland"
"8486","Rother","West Sussex"
"8487","Rother","South Yorkshire"
"8488","Rotcombe","Somerset"
"8489","Rotchfords","Essex"
"8490","Rosyth","Fife"
"8491","Roston","Derbyshire"
"8492","Rosudgeon","Cornwall"
"8493","Rosthwaite","Cumbria"
"8494","Rostholme","South Yorkshire"
"8495","Roster","Highland"
"8496","Rostherne","Cheshire"
"8497","Ross-on-Wye","Herefordshire"
"8498","Rossmore","Dorset"
"8499","Ross of Mull","Argyll and Bute"
"8500","Rossland","Renfrewshire"
"8501","Rossington","South Yorkshire"
"8502","Rossie Island (Inchbraoch)","Angus"
"8503","Ross Green","Worcestershire"
"8504","Rossett","Wrexham"
"8505","Rossett Green","North Yorkshire"
"8506","Rossay","Western Isles"
"8507","Ross","Dumfries and Galloway"
"8508","Ross","Scottish Borders"
"8509","Ross","Northumberland"
"8510","Rosneath","Argyll and Bute"
"8511","Rosliston","Derbyshire"
"8512","Rosley","Cumbria"
"8513","Roslin","Midlothian"
"8514","Roskorwell","Cornwall"
"8515","Roshven","Highland"
"8516","Rosinish","Western Isles"
"8517","Roskear Croft","Cornwall"
"8518","Roskhill","Highland"
"8519","Weston-sub-Edge","Gloucestershire"
"8520","Weston Rhyn","Shropshire"
"8521","Rosgill","Cumbria"
"8522","Rosherville","Kent"
"8523","Roseworthy","Cornwall"
"8524","Roseworthy Barton","Cornwall"
"8525","Rosewell","Midlothian"
"8526","Roseworth","Durham"
"8527","Rosewarne","Cornwall"
"8528","Roseville","West Midlands"
"8529","Rosevine","Cornwall"
"8530","Rosevear","Cornwall"
"8531","Rosevean","Cornwall"
"8532","Roser's Cross","East Sussex"
"8533","Rose Valley","Pembrokeshire/Sir Benfro"
"8534","Rosenithon","Cornwall"
"8535","Rosenannon","Cornwall"
"8536","Rosemullion Head","Cornwall"
"8537","Rosemount","Aberdeenshire"
"8538","Rosemount","Perth and Kinross"
"8539","Rosemergy","Cornwall"
"8540","Rosemelling","Cornwall"
"8541","Rosemarkie","Highland"
"8542","Rosemary Lane","Devon"
"8543","Rosemarket","Pembrokeshire/Sir Benfro"
"8544","Rosehill","Aberdeenshire"
"8545","Roseland","Cornwall"
"8546","Roselands","East Sussex"
"8547","Rosehill","Shropshire"
"8548","Rose Hill","Derbyshire"
"8549","Rose Hill","Lancashire"
"8550","Rosehill","Manchester"
"8551","Rosehill","Lancashire"
"8552","Rosehill","Tyne and Wear"
"8553","Rose Hill","Buckinghamshire"
"8554","Rosehill","London"
"8555","Rose Hill","Oxfordshire"
"8556","Rosehill","Pembrokeshire/Sir Benfro"
"8557","Rose Hill","Suffolk"
"8558","Rosehill","Cornwall"
"8559","Rose Hill","East Sussex"
"8560","Rose Hill","Surrey"
"8561","Rose Grove","Lancashire"
"8562","Rosehall","Lanarkshire"
"8563","Rosehearty","Aberdeenshire"
"8564","Rose Green","Essex"
"8565","Rose Green","Suffolk"
"8566","Rose Green","West Sussex"
"8567","Rosedinnick","Cornwall"
"8568","Rosedown","Devon"
"8569","Rosedale","Hertfordshire"
"8570","Rosedale Abbey","North Yorkshire"
"8571","Rosecare","Cornwall"
"8572","Rosebery","Midlothian"
"8573","Rosebush","Pembrokeshire/Sir Benfro"
"8574","Rosebank","Dunbartonshire"
"8575","Rosebank","Lanarkshire"
"8576","Rose Ash","Devon"
"8577","Rose-an-Grouse","Cornwall"
"8578","Roseacre","Kent"
"8579","Roseacre","Lancashire"
"8580","Rose","Cornwall"
"8581","Roscroggan","Cornwall"
"8582","Rorrington","Shropshire"
"8583","Rora Head","Orkney"
"8584","Rora","Aberdeenshire"
"8585","Ropsley","Lincolnshire"
"8586","Ropley Soke","Hampshire"
"8587","Ropley","Hampshire"
"8588","Ropley Dean","Hampshire"
"8589","Rooting Street","Kent"
"8590","Rootpark","Lanarkshire"
"8591","Rootham's Green","Bedfordshire"
"8592","Rootfield","Highland"
"8593","Roose","Cumbria"
"8594","Roosebeck","Cumbria"
"8595","Roosecote","Cumbria"
"8596","Roost End","Essex"
"8597","Roos Drain","North Yorkshire"
"8598","Rookwood","West Sussex"
"8599","Roos","North Yorkshire"
"8600","Rookwith","North Yorkshire"
"8601","Rook Street","Wiltshire"
"8602","Rook's Nest","Somerset"
"8603","Rooks Hill","Kent"
"8604","Rooksmoor","Gloucestershire"
"8605","Rooksey Green","Suffolk"
"8606","Rooks Bridge","Somerset"
"8607","Rookley Green","Isle of Wight"
"8608","Rookley","Isle of Wight"
"8609","Rook End","Essex"
"8610","Rookhope","Durham"
"8611","Rooking","Cumbria"
"8612","Rood End","West Midlands"
"8613","Rookby","Cumbria"
"8614","Rondlay","Shropshire"
"8615","Ronkswood","Worcestershire"
"8616","Ronay","Western Isles"
"8617","Ronaldsvoe","Orkney"
"8618","Romsley Hill","Worcestershire"
"8619","Romsley","Worcestershire"
"8620","Romsey","Hampshire"
"8621","Romsey Town","Cambridgeshire"
"8622","Romney Marsh","Kent"
"8623","Romney Street","Kent"
"8624","Romford","London"
"8625","Romiley","Cheshire"
"8626","Romesdal","Highland"
"8627","Romford","Kent"
"8628","Romford","Dorset"
"8629","Romansleigh","Devon"
"8630","Roman Hill","Suffolk"
"8631","Romannobridge","Scottish Borders"
"8632","Romanby","North Yorkshire"
"8633","Romaldkirk","Durham"
"8634","Roman","Essex"
"8635","Rom","London"
"8636","Rolvenden Layne","Kent"
"8637","Rolvenden","Kent"
"8638","Rolstone","Somerset"
"8639","Rolston","North Yorkshire"
"8640","Rolls Mill","Dorset"
"8641","Rolleston on Dove","Staffordshire"
"8642","Rollestone Camp","Wiltshire"
"8643","Rollestone","South Yorkshire"
"8644","Rollestone","Wiltshire"
"8645","Rolleston","Nottinghamshire"
"8646","Rolleston","Leicestershire"
"8647","Rollesby","Norfolk"
"8648","Roke","Oxfordshire"
"8649","Rokemarsh","Oxfordshire"
"8650","Roker","Durham"
"8651","Rois-Bheinn","Highland"
"8652","Rogiet","Monmouthshire/Sir Fynwy"
"8653","Rogerton","Lanarkshire"
"8654","Rogerstone","Newport"
"8655","Roger Ground","Cumbria"
"8656","Rogate","West Sussex"
"8657","Roffey","West Sussex"
"8658","Rogart","Highland"
"8659","Roe, The","Denbighshire/Sir Ddinbych"
"8660","Roestock","Hertfordshire"
"8661","Roe Lee","Lancashire"
"8662","Roe Green","Manchester"
"8663","Roehampton","London"
"8664","Roe Green","Hertfordshire"
"8665","Roe End","Hertfordshire"
"8666","Roe Cross","Manchester"
"8667","Roedean","East Sussex"
"8668","Roecliffe","North Yorkshire"
"8669","Rodwell","Dorset"
"8670","Roebuck Low","Lancashire"
"8671","Rodway","Shropshire"
"8672","Rodsley","Derbyshire"
"8673","Rodway","Somerset"
"8674","Rodney Stoke","Somerset"
"8675","Rodmersham Green","Kent"
"8676","Rodmersham","Kent"
"8677","Rodmell","East Sussex"
"8678","Rodmer Clough","Durham"
"8679","Rodley","West Yorkshire"
"8680","Rodmarton","Gloucestershire"
"8681","Rodley","Gloucestershire"
"8682","Rodington","Shropshire"
"8683","Rodington Heath","Shropshire"
"8684","Roding","Essex"
"8685","Roding","Northumberland"
"8686","Rodgrove","Somerset"
"8687","Rodhuish","Somerset"
"8688","Rodford","Gloucestershire"
"8689","Roden","Shropshire"
"8690","Rodel","Western Isles"
"8691","Rodeheath","Cheshire"
"8692","Rode Hill","Somerset"
"8693","Rode Heath","Cheshire"
"8694","Rode","Somerset"
"8695","Rodden","Dorset"
"8696","Rodd Hurst","Herefordshire"
"8697","Roddymoor","Durham"
"8698","Roddam","Northumberland"
"8699","Rodbridge Corner","Essex"
"8700","Rodd","Herefordshire"
"8701","Rodbourne","Wiltshire"
"8702","Rodbourne Bottom","Wiltshire"
"8703","Rodborough","Gloucestershire"
"8704","Rodbaston","Staffordshire"
"8705","Rocky Hill","Cornwall"
"8706","Rockwell Green","Somerset"
"8707","Rockwell End","Buckinghamshire"
"8708","Rockstowes","Gloucestershire"
"8709","Rocksavage","Cheshire"
"8710","Rocks Park","East Sussex"
"8711","Rockrobin","East Sussex"
"8712","Rockness","Gloucestershire"
"8713","Rockley Ford","Somerset"
"8714","Rockley","Nottinghamshire"
"8715","Rockley","Wiltshire"
"8716","Rockland St Peter","Norfolk"
"8717","Rockland St Mary","Norfolk"
"8718","Rockland All Saints","Norfolk"
"8719","Rockingham","Northamptonshire"
"8720","Rockhill","Shropshire"
"8721","Rockhead","Cornwall"
"8722","Rockhampton","Gloucestershire"
"8723","Rockford","Hampshire"
"8724","Rockgreen","Shropshire"
"8725","Rockford","Devon"
"8726","Rock Ferry","Merseyside"
"8727","Rockfield","Monmouthshire/Sir Fynwy"
"8728","Rockfield","Highland"
"8729","Rock End","Staffordshire"
"8730","Rockcliffe Cross","Cumbria"
"8731","Rockcliffe","Lancashire"
"8732","Rockcliffe","Cumbria"
"8733","Rockcliffe","Dumfries and Galloway"
"8734","Rockbeare","Devon"
"8735","Rockbourne","Hampshire"
"8736","Rock","Northumberland"
"8737","Rock","Neath Port Talbot"
"8738","Roch Gate","Pembrokeshire/Sir Benfro"
"8739","Rock","Somerset"
"8740","Rock","West Sussex"
"8741","Rock","Devon"
"8742","Rock","Cornwall"
"8743","Rock","Worcestershire"
"8744","Rock","Caerphilly/Caerffili"
"8745","Rochford","Essex"
"8746","Rochester","Northumberland"
"8747","Rochford","Essex"
"8748","Rochester","Kent"
"8749","Roche Grange","Staffordshire"
"8750","Roche","Cornwall"
"8751","Roche","Lancashire"
"8752","Rochdale Canal","Lancashire"
"8753","Rochdale Canal","Durham"
"8754","Rochdale","Lancashire"
"8755","Roch","Pembrokeshire/Sir Benfro"
"8756","Rocester","Staffordshire"
"8757","Roby Mill","Lancashire"
"8758","Roby","Merseyside"
"8759","Roborough","Devon"
"8760","Robroyston","Glasgow"
"8761","Robinson's End","Warwickshire"
"8762","Robin Hood's Bay","North Yorkshire"
"8763","Robins","West Sussex"
"8764","Robinhood End","Essex"
"8765","Robin Hood","Derbyshire"
"8766","Robin Hood","West Yorkshire"
"8767","Robin Hood","Lancashire"
"8768","Robin Hill","Staffordshire"
"8769","Robhurst","Kent"
"8770","Robeston West","Pembrokeshire/Sir Benfro"
"8771","Robeston Wathen","Pembrokeshire/Sir Benfro"
"8772","Robeston Back","Pembrokeshire/Sir Benfro"
"8773","Roberttown","West Yorkshire"
"8774","Robertstown","Moray"
"8775","Robertstown","Rhondda"
"8776","Robertsbridge","East Sussex"
"8777","Roberton","Lanarkshire"
"8778","Roberton","Scottish Borders"
"8779","Robbery Water","Cumbria"
"8780","Roath Park","Cardiff/Caerdydd"
"8781","Roast Green","Essex"
"8782","Roath","Cardiff/Caerdydd"
"8783","Roareim","Western Isles"
"8784","Roa Island","Cumbria"
"8785","Roanheads","Aberdeenshire"
"8786","Roag","Highland"
"8787","Road Weedon","Northamptonshire"
"8788","Roadside of Kinneff","Aberdeenshire"
"8789","Roadwater","Somerset"
"8790","Roadside of Catterline","Aberdeenshire"
"8791","Roadside","Highland"
"8792","Roadmeetings","Lanarkshire"
"8793","Roadside","Orkney"
"8794","Roadhead","Cumbria"
"8795","Road Green","Norfolk"
"8796","Road Green","Devon"
"8797","Roadford Reservoir","Devon"
"8798","Roade","Northamptonshire"
"8799","Roaches","Manchester"
"8800","Roachill","Devon"
"8801","Roach Bridge","Lancashire"
"8802","Rixon","Dorset"
"8803","Rixton","Cheshire"
"8804","Riverview Park","Kent"
"8805","Rivington","Lancashire"
"8806","Riverton","Devon"
"8807","Riverside","Stirling"
"8808","Riverside Docklands","Lancashire"
"8809","Riverside","Cardiff/Caerdydd"
"8810","Riverside","Worcestershire"
"8811","Riverside","Cornwall"
"8812","Rivers' Corner","Dorset"
"8813","Riverhead","Kent"
"8814","River Nell (Feochan Mhor)","Argyll and Bute"
"8815","River Dun Navigation","South Yorkshire"
"8816","River Crimple (Crimple Beck)","North Yorkshire"
"8817","River Creed (Greeta River)","Western Isles"
"8818","River Bank","Cambridgeshire"
"8819","River","Kent"
"8820","River","West Sussex"
"8821","Rivenhall End","Essex"
"8822","Rivenhall","Essex"
"8823","Rivar","Wiltshire"
"8824","Rivelin","South Yorkshire"
"8825","Risplith","North Yorkshire"
"8826","Risley","Derbyshire"
"8827","Risley","Cheshire"
"8828","Rising Sun","Cornwall"
"8829","Risinghurst","Oxfordshire"
"8830","Risingbrook","Staffordshire"
